zona,distrito,provincia,canton,parroquia,tipo_educacion,amie,institucion,sostenimiento,jurisdiccion,regimen,zona_inec,nivel_educacion,nro_niños_iniciales,aux_año_dotacion,aux_t_ie,md_año_dotacion,md_paralelos,md_monto_usd,m_año_dotacion,m_tipo_ambiente,m_monto_usd,je_año_dotacion,je_cantidad,je_monto_usd,aux_ie_material,latitud,longitud
8,09D03,GUAYAS,GUAYAQUIL,LETAMENDI,Ordinario,09H00598,CENTRO DE EDUCACION INICIAL FISCAL ALEJANDRINA ANDRADE VALDEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial,198,2026,1,2026,8,23346.08,2026,8,12224.0,2026,1,5748.0,ML_Mo_JE,-2.203935194,-79.90946704
8,09D03,GUAYAS,GUAYAQUIL,LETAMENDI,Ordinario,09H00615,ESCUELA DE EDUCACION BASICA FISCAL ESPERANZA CAPUTI OLVERA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,109,2026,1,2026,4,11673.04,2026,4,6112.0,2026,1,5748.0,ML_Mo_JE,-2.207152697,-79.90348187
8,09D03,GUAYAS,GUAYAQUIL,LETAMENDI,Ordinario,09H00617,ESCUELA DE EDUCACION BASICA FISCAL REPUBLICA DE BOLIVIA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,25,2026,1,2026,1,2918.26,2026,1,1528.0,0,0,0.0,ML_Mo,-2.204827619,-79.9092104
8,09D03,GUAYAS,GUAYAQUIL,LETAMENDI,Ordinario,09H00619,ESCUELA DE EDUCACIÓN BÁSICA FISCAL CLEMENCIA CORONEL DE PINCAY,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,50,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.207244546,-79.90487372
8,09D07,GUAYAS,GUAYAQUIL,PASCUALES,Ordinario,09H00693,ESCUELA DE EDUCACION BASICA FISCAL CABO II VICENTE ROSERO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,25,2026,1,2026,1,2918.26,2026,1,1528.0,2026,1,5748.0,ML_Mo_JE,-2.073431552,-79.92592458
8,09D06,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H00700,ESCUELA DE EDUCACION BASICA FISCAL SOCIEDAD ITALIANA GARIBALDI,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,100,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-2.144666989,-79.940667
8,09D03,GUAYAS,GUAYAQUIL,SUCRE,Ordinario,09H00703,ESCUELA DE EDUCACION BASICA FISCAL NUMA POMPILIO LLONA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,51,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.199189476,-79.89628232
8,09D03,GUAYAS,GUAYAQUIL,SUCRE,Ordinario,09H00706,UNIDAD EDUCATIVA FISCAL REPUBLICA DE FRANCIA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,78,2026,1,2026,3,8754.78,2026,3,4584.0,2026,1,5748.0,ML_Mo_JE,-2.198226744,-79.90015573
8,09D06,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H00752,ESCUELA DE EDUCACION BASICA FISCAL RODRIGO CHAVEZ GONZALEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,50,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.148662946,-79.92515578
8,09D06,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H00776,ESCUELA DE EDUCACION BASICA FISCAL ANGEL AUTILIO DEL CIOPPO BECERRA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,25,2026,1,2026,1,2918.26,2026,1,1528.0,0,0,0.0,ML_Mo,-2.126765966,-79.92611699
8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H00846,ESCUELA DE EDUCACION BASICA FISCAL PACIFICA VALLE PIZA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,100,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-2.092895398,-79.96754371
8,09D05,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H00871,ESCUELA DE EDUCACION BASICA FISCAL SIMON BOLIVAR,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,150,2026,1,2026,6,17509.56,2026,6,9168.0,0,0,0.0,ML_Mo,-2.134927233,-79.91251399
8,09D07,GUAYAS,GUAYAQUIL,PASCUALES,Ordinario,09H00872,ESCUELA DE EDUCACION BASICA FISCAL DANIEL PLAZA IGLESIA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,25,2026,1,2026,1,2918.26,2026,1,1528.0,2026,1,5748.0,ML_Mo_JE,-2.001970969,-79.970277
8,09D07,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H00904,ESCUELA DE EDUCACION BASICA FISCAL MATILDE HIDALGO DE PROCEL,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,50,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.053869779,-79.95917679
8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H00914,UNIDAD EDUCATIVA FISCAL  AGUSTIN CASTRO ESPINOZA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,116,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-2.111390481,-79.96596391
